"County","Year","Sex","Population"
"Baranya","2011","Female",29769
"Baranya","2012","Female",27780.5
"Baranya","2013","Female",26944.5
"Baranya","2014","Female",25843.5
"Baranya","2015","Female",24468.5
"Baranya","2016","Female",23190.5
"Baranya","2017","Female",22152
"Baranya","2018","Female",21271
"Baranya","2019","Female",20549
"Baranya","2011","Female",25688.5
"Baranya","2012","Female",25921
"Baranya","2013","Female",26003.5
"Baranya","2014","Female",26129
"Baranya","2015","Female",26588
"Baranya","2016","Female",27098.5
"Baranya","2017","Female",27396.5
"Baranya","2018","Female",27490
"Baranya","2019","Female",27438
"Baranya","2011","Female",25688.5
"Baranya","2012","Female",25921
"Baranya","2013","Female",26003.5
"Baranya","2014","Female",26129
"Baranya","2015","Female",26588
"Baranya","2016","Female",27098.5
"Baranya","2017","Female",27396.5
"Baranya","2018","Female",27490
"Baranya","2019","Female",27438
"Baranya","2011","Male",25092.5
"Baranya","2012","Male",25068.5
"Baranya","2013","Male",25313.5
"Baranya","2014","Male",25712.5
"Baranya","2015","Male",26290.5
"Baranya","2016","Male",26847.5
"Baranya","2017","Male",27164.5
"Baranya","2018","Male",27261.5
"Baranya","2019","Male",27234
"Baranya","2011","Female",25688.5
"Baranya","2012","Female",25921
"Baranya","2013","Female",26003.5
"Baranya","2014","Female",26129
"Baranya","2015","Female",26588
"Baranya","2016","Female",27098.5
"Baranya","2017","Female",27396.5
"Baranya","2018","Female",27490
"Baranya","2019","Female",27438
"Baranya","2011","Female",30669.5
"Baranya","2012","Female",30483.5
"Baranya","2013","Female",29691
"Baranya","2014","Female",28646
"Baranya","2015","Female",27407
"Baranya","2016","Female",26273.5
"Baranya","2017","Female",25530
"Baranya","2018","Female",25127
"Baranya","2019","Female",24877
"Baranya","2011","Female",30669.5
"Baranya","2012","Female",30483.5
"Baranya","2013","Female",29691
"Baranya","2014","Female",28646
"Baranya","2015","Female",27407
"Baranya","2016","Female",26273.5
"Baranya","2017","Female",25530
"Baranya","2018","Female",25127
"Baranya","2019","Female",24877
"Baranya","2011","Female",30669.5
"Baranya","2012","Female",30483.5
"Baranya","2013","Female",29691
"Baranya","2014","Female",28646
"Baranya","2015","Female",27407
"Baranya","2016","Female",26273.5
"Baranya","2017","Female",25530
"Baranya","2018","Female",25127
"Baranya","2019","Female",24877
"Baranya","2011","Male",27556.5
"Baranya","2012","Male",27890.5
"Baranya","2013","Male",27185.5
"Baranya","2014","Male",26237
"Baranya","2015","Male",25139
"Baranya","2016","Male",24203.5
"Baranya","2017","Male",23633.5
"Baranya","2018","Male",23308
"Baranya","2019","Male",23157
"Baranya","2011","Female",30669.5
"Baranya","2012","Female",30483.5
"Baranya","2013","Female",29691
"Baranya","2014","Female",28646
"Baranya","2015","Female",27407
"Baranya","2016","Female",26273.5
"Baranya","2017","Female",25530
"Baranya","2018","Female",25127
"Baranya","2019","Female",24877
"Baranya","2011","Male",27556.5
"Baranya","2012","Male",27890.5
"Baranya","2013","Male",27185.5
"Baranya","2014","Male",26237
"Baranya","2015","Male",25139
"Baranya","2016","Male",24203.5
"Baranya","2017","Male",23633.5
"Baranya","2018","Male",23308
"Baranya","2019","Male",23157
"Baranya","2011","Female",30669.5
"Baranya","2012","Female",30483.5
"Baranya","2013","Female",29691
"Baranya","2014","Female",28646
"Baranya","2015","Female",27407
"Baranya","2016","Female",26273.5
"Baranya","2017","Female",25530
"Baranya","2018","Female",25127
"Baranya","2019","Female",24877
"Baranya","2011","Female",30669.5
"Baranya","2012","Female",30483.5
"Baranya","2013","Female",29691
"Baranya","2014","Female",28646
"Baranya","2015","Female",27407
"Baranya","2016","Female",26273.5
"Baranya","2017","Female",25530
"Baranya","2018","Female",25127
"Baranya","2019","Female",24877
"Baranya","2011","Female",30669.5
"Baranya","2012","Female",30483.5
"Baranya","2013","Female",29691
"Baranya","2014","Female",28646
"Baranya","2015","Female",27407
"Baranya","2016","Female",26273.5
"Baranya","2017","Female",25530
"Baranya","2018","Female",25127
"Baranya","2019","Female",24877
"Baranya","2011","Female",24926.5
"Baranya","2012","Female",25412
"Baranya","2013","Female",25783.5
"Baranya","2014","Female",26533
"Baranya","2015","Female",27506.5
"Baranya","2016","Female",28556.5
"Baranya","2017","Female",29062.5
"Baranya","2018","Female",29034
"Baranya","2019","Female",28877
"Baranya","2011","Female",24926.5
"Baranya","2012","Female",25412
"Baranya","2013","Female",25783.5
"Baranya","2014","Female",26533
"Baranya","2015","Female",27506.5
"Baranya","2016","Female",28556.5
"Baranya","2017","Female",29062.5
"Baranya","2018","Female",29034
"Baranya","2019","Female",28877
"Baranya","2011","Female",24926.5
"Baranya","2012","Female",25412
"Baranya","2013","Female",25783.5
"Baranya","2014","Female",26533
"Baranya","2015","Female",27506.5
"Baranya","2016","Female",28556.5
"Baranya","2017","Female",29062.5
"Baranya","2018","Female",29034
"Baranya","2019","Female",28877
"Baranya","2011","Male",18817.5
"Baranya","2012","Male",19612
"Baranya","2013","Male",20043.5
"Baranya","2014","Male",20795
"Baranya","2015","Male",21781.5
"Baranya","2016","Male",22652
"Baranya","2017","Male",23070
"Baranya","2018","Male",23250.5
"Baranya","2019","Male",23302.5
"Baranya","2011","Female",24926.5
"Baranya","2012","Female",25412
"Baranya","2013","Female",25783.5
"Baranya","2014","Female",26533
"Baranya","2015","Female",27506.5
"Baranya","2016","Female",28556.5
"Baranya","2017","Female",29062.5
"Baranya","2018","Female",29034
"Baranya","2019","Female",28877
"Baranya","2011","Male",18817.5
"Baranya","2012","Male",19612
"Baranya","2013","Male",20043.5
"Baranya","2014","Male",20795
"Baranya","2015","Male",21781.5
"Baranya","2016","Male",22652
"Baranya","2017","Male",23070
"Baranya","2018","Male",23250.5
"Baranya","2019","Male",23302.5
"Baranya","2011","Female",24926.5
"Baranya","2012","Female",25412
"Baranya","2013","Female",25783.5
"Baranya","2014","Female",26533
"Baranya","2015","Female",27506.5
"Baranya","2016","Female",28556.5
"Baranya","2017","Female",29062.5
"Baranya","2018","Female",29034
"Baranya","2019","Female",28877
"Baranya","2011","Female",24926.5
"Baranya","2012","Female",25412
"Baranya","2013","Female",25783.5
"Baranya","2014","Female",26533
"Baranya","2015","Female",27506.5
"Baranya","2016","Female",28556.5
"Baranya","2017","Female",29062.5
"Baranya","2018","Female",29034
"Baranya","2019","Female",28877
"Baranya","2011","Female",24926.5
"Baranya","2012","Female",25412
"Baranya","2013","Female",25783.5
"Baranya","2014","Female",26533
"Baranya","2015","Female",27506.5
"Baranya","2016","Female",28556.5
"Baranya","2017","Female",29062.5
"Baranya","2018","Female",29034
"Baranya","2019","Female",28877
"Baranya","2011","Female",24926.5
"Baranya","2012","Female",25412
"Baranya","2013","Female",25783.5
"Baranya","2014","Female",26533
"Baranya","2015","Female",27506.5
"Baranya","2016","Female",28556.5
"Baranya","2017","Female",29062.5
"Baranya","2018","Female",29034
"Baranya","2019","Female",28877
"Baranya","2011","Female",24926.5
"Baranya","2012","Female",25412
"Baranya","2013","Female",25783.5
"Baranya","2014","Female",26533
"Baranya","2015","Female",27506.5
"Baranya","2016","Female",28556.5
"Baranya","2017","Female",29062.5
"Baranya","2018","Female",29034
"Baranya","2019","Female",28877
"Baranya","2011","Female",24926.5
"Baranya","2012","Female",25412
"Baranya","2013","Female",25783.5
"Baranya","2014","Female",26533
"Baranya","2015","Female",27506.5
"Baranya","2016","Female",28556.5
"Baranya","2017","Female",29062.5
"Baranya","2018","Female",29034
"Baranya","2019","Female",28877
"Baranya","2011","Female",19244
"Baranya","2012","Female",19492
"Baranya","2013","Female",19531.5
"Baranya","2014","Female",19601.5
"Baranya","2015","Female",19673.5
"Baranya","2016","Female",19530
"Baranya","2017","Female",19539.5
"Baranya","2018","Female",19755
"Baranya","2019","Female",20080.5
"Baranya","2011","Female",19244
"Baranya","2012","Female",19492
"Baranya","2013","Female",19531.5
"Baranya","2014","Female",19601.5
"Baranya","2015","Female",19673.5
"Baranya","2016","Female",19530
"Baranya","2017","Female",19539.5
"Baranya","2018","Female",19755
"Baranya","2019","Female",20080.5
"Baranya","2011","Female",19244
"Baranya","2012","Female",19492
"Baranya","2013","Female",19531.5
"Baranya","2014","Female",19601.5
"Baranya","2015","Female",19673.5
"Baranya","2016","Female",19530
"Baranya","2017","Female",19539.5
"Baranya","2018","Female",19755
"Baranya","2019","Female",20080.5
"Baranya","2011","Female",19244
"Baranya","2012","Female",19492
"Baranya","2013","Female",19531.5
"Baranya","2014","Female",19601.5
"Baranya","2015","Female",19673.5
"Baranya","2016","Female",19530
"Baranya","2017","Female",19539.5
"Baranya","2018","Female",19755
"Baranya","2019","Female",20080.5
"Baranya","2011","Male",11492
"Baranya","2012","Male",11731.5
"Baranya","2013","Male",11818
"Baranya","2014","Male",11932.5
"Baranya","2015","Male",11982.5
"Baranya","2016","Male",11976
"Baranya","2017","Male",12089
"Baranya","2018","Male",12279.5
"Baranya","2019","Male",12569.5
"Baranya","2011","Female",19244
"Baranya","2012","Female",19492
"Baranya","2013","Female",19531.5
"Baranya","2014","Female",19601.5
"Baranya","2015","Female",19673.5
"Baranya","2016","Female",19530
"Baranya","2017","Female",19539.5
"Baranya","2018","Female",19755
"Baranya","2019","Female",20080.5
"Baranya","2011","Female",19244
"Baranya","2012","Female",19492
"Baranya","2013","Female",19531.5
"Baranya","2014","Female",19601.5
"Baranya","2015","Female",19673.5
"Baranya","2016","Female",19530
"Baranya","2017","Female",19539.5
"Baranya","2018","Female",19755
"Baranya","2019","Female",20080.5
"Baranya","2011","Female",19244
"Baranya","2012","Female",19492
"Baranya","2013","Female",19531.5
"Baranya","2014","Female",19601.5
"Baranya","2015","Female",19673.5
"Baranya","2016","Female",19530
"Baranya","2017","Female",19539.5
"Baranya","2018","Female",19755
"Baranya","2019","Female",20080.5
"Baranya","2011","Male",11492
"Baranya","2012","Male",11731.5
"Baranya","2013","Male",11818
"Baranya","2014","Male",11932.5
"Baranya","2015","Male",11982.5
"Baranya","2016","Male",11976
"Baranya","2017","Male",12089
"Baranya","2018","Male",12279.5
"Baranya","2019","Male",12569.5
"Baranya","2011","Female",19244
"Baranya","2012","Female",19492
"Baranya","2013","Female",19531.5
"Baranya","2014","Female",19601.5
"Baranya","2015","Female",19673.5
"Baranya","2016","Female",19530
"Baranya","2017","Female",19539.5
"Baranya","2018","Female",19755
"Baranya","2019","Female",20080.5
"Baranya","2011","Female",19244
"Baranya","2012","Female",19492
"Baranya","2013","Female",19531.5
"Baranya","2014","Female",19601.5
"Baranya","2015","Female",19673.5
"Baranya","2016","Female",19530
"Baranya","2017","Female",19539.5
"Baranya","2018","Female",19755
"Baranya","2019","Female",20080.5
"Baranya","2011","Female",19244
"Baranya","2012","Female",19492
"Baranya","2013","Female",19531.5
"Baranya","2014","Female",19601.5
"Baranya","2015","Female",19673.5
"Baranya","2016","Female",19530
"Baranya","2017","Female",19539.5
"Baranya","2018","Female",19755
"Baranya","2019","Female",20080.5
"Baranya","2011","Female",19244
"Baranya","2012","Female",19492
"Baranya","2013","Female",19531.5
"Baranya","2014","Female",19601.5
"Baranya","2015","Female",19673.5
"Baranya","2016","Female",19530
"Baranya","2017","Female",19539.5
"Baranya","2018","Female",19755
"Baranya","2019","Female",20080.5
"Baranya","2011","Female",19244
"Baranya","2012","Female",19492
"Baranya","2013","Female",19531.5
"Baranya","2014","Female",19601.5
"Baranya","2015","Female",19673.5
"Baranya","2016","Female",19530
"Baranya","2017","Female",19539.5
"Baranya","2018","Female",19755
"Baranya","2019","Female",20080.5
"Borsod-Abauj-Zemplen","2011","Female",44814
"Borsod-Abauj-Zemplen","2012","Female",46652.5
"Borsod-Abauj-Zemplen","2013","Female",45565.5
"Borsod-Abauj-Zemplen","2014","Female",44021.5
"Borsod-Abauj-Zemplen","2015","Female",42158
"Borsod-Abauj-Zemplen","2016","Female",40546
"Borsod-Abauj-Zemplen","2017","Female",39275
"Borsod-Abauj-Zemplen","2018","Female",38123.5
"Borsod-Abauj-Zemplen","2019","Female",37121
"Borsod-Abauj-Zemplen","2011","Female",44854.5
"Borsod-Abauj-Zemplen","2012","Female",45624
"Borsod-Abauj-Zemplen","2013","Female",45409
"Borsod-Abauj-Zemplen","2014","Female",45561
"Borsod-Abauj-Zemplen","2015","Female",46156.5
"Borsod-Abauj-Zemplen","2016","Female",46583
"Borsod-Abauj-Zemplen","2017","Female",46521.5
"Borsod-Abauj-Zemplen","2018","Female",46093
"Borsod-Abauj-Zemplen","2019","Female",45570
"Borsod-Abauj-Zemplen","2011","Female",44854.5
"Borsod-Abauj-Zemplen","2012","Female",45624
"Borsod-Abauj-Zemplen","2013","Female",45409
"Borsod-Abauj-Zemplen","2014","Female",45561
"Borsod-Abauj-Zemplen","2015","Female",46156.5
"Borsod-Abauj-Zemplen","2016","Female",46583
"Borsod-Abauj-Zemplen","2017","Female",46521.5
"Borsod-Abauj-Zemplen","2018","Female",46093
"Borsod-Abauj-Zemplen","2019","Female",45570
"Borsod-Abauj-Zemplen","2011","Male",44143
"Borsod-Abauj-Zemplen","2012","Male",45427.5
"Borsod-Abauj-Zemplen","2013","Male",45482
"Borsod-Abauj-Zemplen","2014","Male",45781
"Borsod-Abauj-Zemplen","2015","Male",46317
"Borsod-Abauj-Zemplen","2016","Male",46662
"Borsod-Abauj-Zemplen","2017","Male",46728.5
"Borsod-Abauj-Zemplen","2018","Male",46620.5
"Borsod-Abauj-Zemplen","2019","Male",46433.5
"Borsod-Abauj-Zemplen","2011","Female",44854.5
"Borsod-Abauj-Zemplen","2012","Female",45624
"Borsod-Abauj-Zemplen","2013","Female",45409
"Borsod-Abauj-Zemplen","2014","Female",45561
"Borsod-Abauj-Zemplen","2015","Female",46156.5
"Borsod-Abauj-Zemplen","2016","Female",46583
"Borsod-Abauj-Zemplen","2017","Female",46521.5
"Borsod-Abauj-Zemplen","2018","Female",46093
"Borsod-Abauj-Zemplen","2019","Female",45570
"Borsod-Abauj-Zemplen","2011","Male",44143
"Borsod-Abauj-Zemplen","2012","Male",45427.5
"Borsod-Abauj-Zemplen","2013","Male",45482
"Borsod-Abauj-Zemplen","2014","Male",45781
"Borsod-Abauj-Zemplen","2015","Male",46317
"Borsod-Abauj-Zemplen","2016","Male",46662
"Borsod-Abauj-Zemplen","2017","Male",46728.5
"Borsod-Abauj-Zemplen","2018","Male",46620.5
"Borsod-Abauj-Zemplen","2019","Male",46433.5
"Borsod-Abauj-Zemplen","2011","Female",44854.5
"Borsod-Abauj-Zemplen","2012","Female",45624
"Borsod-Abauj-Zemplen","2013","Female",45409
"Borsod-Abauj-Zemplen","2014","Female",45561
"Borsod-Abauj-Zemplen","2015","Female",46156.5
"Borsod-Abauj-Zemplen","2016","Female",46583
"Borsod-Abauj-Zemplen","2017","Female",46521.5
"Borsod-Abauj-Zemplen","2018","Female",46093
"Borsod-Abauj-Zemplen","2019","Female",45570
"Borsod-Abauj-Zemplen","2011","Female",44854.5
"Borsod-Abauj-Zemplen","2012","Female",45624
"Borsod-Abauj-Zemplen","2013","Female",45409
"Borsod-Abauj-Zemplen","2014","Female",45561
"Borsod-Abauj-Zemplen","2015","Female",46156.5
"Borsod-Abauj-Zemplen","2016","Female",46583
"Borsod-Abauj-Zemplen","2017","Female",46521.5
"Borsod-Abauj-Zemplen","2018","Female",46093
"Borsod-Abauj-Zemplen","2019","Female",45570
"Borsod-Abauj-Zemplen","2011","Female",51866.5
"Borsod-Abauj-Zemplen","2012","Female",52115
"Borsod-Abauj-Zemplen","2013","Female",50920
"Borsod-Abauj-Zemplen","2014","Female",49215.5
"Borsod-Abauj-Zemplen","2015","Female",47298.5
"Borsod-Abauj-Zemplen","2016","Female",45558.5
"Borsod-Abauj-Zemplen","2017","Female",44449
"Borsod-Abauj-Zemplen","2018","Female",44019.5
"Borsod-Abauj-Zemplen","2019","Female",43672.5
"Borsod-Abauj-Zemplen","2011","Female",51866.5
"Borsod-Abauj-Zemplen","2012","Female",52115
"Borsod-Abauj-Zemplen","2013","Female",50920
"Borsod-Abauj-Zemplen","2014","Female",49215.5
"Borsod-Abauj-Zemplen","2015","Female",47298.5
"Borsod-Abauj-Zemplen","2016","Female",45558.5
"Borsod-Abauj-Zemplen","2017","Female",44449
"Borsod-Abauj-Zemplen","2018","Female",44019.5
"Borsod-Abauj-Zemplen","2019","Female",43672.5
"Borsod-Abauj-Zemplen","2011","Female",51866.5
"Borsod-Abauj-Zemplen","2012","Female",52115
"Borsod-Abauj-Zemplen","2013","Female",50920
"Borsod-Abauj-Zemplen","2014","Female",49215.5
"Borsod-Abauj-Zemplen","2015","Female",47298.5
"Borsod-Abauj-Zemplen","2016","Female",45558.5
"Borsod-Abauj-Zemplen","2017","Female",44449
"Borsod-Abauj-Zemplen","2018","Female",44019.5
"Borsod-Abauj-Zemplen","2019","Female",43672.5
"Borsod-Abauj-Zemplen","2011","Female",51866.5
"Borsod-Abauj-Zemplen","2012","Female",52115
"Borsod-Abauj-Zemplen","2013","Female",50920
"Borsod-Abauj-Zemplen","2014","Female",49215.5
"Borsod-Abauj-Zemplen","2015","Female",47298.5
"Borsod-Abauj-Zemplen","2016","Female",45558.5
"Borsod-Abauj-Zemplen","2017","Female",44449
"Borsod-Abauj-Zemplen","2018","Female",44019.5
"Borsod-Abauj-Zemplen","2019","Female",43672.5
"Borsod-Abauj-Zemplen","2011","Male",45688
"Borsod-Abauj-Zemplen","2012","Male",47135.5
"Borsod-Abauj-Zemplen","2013","Male",46178.5
"Borsod-Abauj-Zemplen","2014","Male",44803.5
"Borsod-Abauj-Zemplen","2015","Male",43259
"Borsod-Abauj-Zemplen","2016","Male",41856.5
"Borsod-Abauj-Zemplen","2017","Male",41021
"Borsod-Abauj-Zemplen","2018","Male",40686
"Borsod-Abauj-Zemplen","2019","Male",40402
"Borsod-Abauj-Zemplen","2011","Female",51866.5
"Borsod-Abauj-Zemplen","2012","Female",52115
"Borsod-Abauj-Zemplen","2013","Female",50920
"Borsod-Abauj-Zemplen","2014","Female",49215.5
"Borsod-Abauj-Zemplen","2015","Female",47298.5
"Borsod-Abauj-Zemplen","2016","Female",45558.5
"Borsod-Abauj-Zemplen","2017","Female",44449
"Borsod-Abauj-Zemplen","2018","Female",44019.5
"Borsod-Abauj-Zemplen","2019","Female",43672.5
"Borsod-Abauj-Zemplen","2011","Female",51866.5
"Borsod-Abauj-Zemplen","2012","Female",52115
"Borsod-Abauj-Zemplen","2013","Female",50920
"Borsod-Abauj-Zemplen","2014","Female",49215.5
"Borsod-Abauj-Zemplen","2015","Female",47298.5
"Borsod-Abauj-Zemplen","2016","Female",45558.5
"Borsod-Abauj-Zemplen","2017","Female",44449
"Borsod-Abauj-Zemplen","2018","Female",44019.5
"Borsod-Abauj-Zemplen","2019","Female",43672.5
"Borsod-Abauj-Zemplen","2011","Female",51866.5
"Borsod-Abauj-Zemplen","2012","Female",52115
"Borsod-Abauj-Zemplen","2013","Female",50920
"Borsod-Abauj-Zemplen","2014","Female",49215.5
"Borsod-Abauj-Zemplen","2015","Female",47298.5
"Borsod-Abauj-Zemplen","2016","Female",45558.5
"Borsod-Abauj-Zemplen","2017","Female",44449
"Borsod-Abauj-Zemplen","2018","Female",44019.5
"Borsod-Abauj-Zemplen","2019","Female",43672.5
"Borsod-Abauj-Zemplen","2011","Male",45688
"Borsod-Abauj-Zemplen","2012","Male",47135.5
"Borsod-Abauj-Zemplen","2013","Male",46178.5
"Borsod-Abauj-Zemplen","2014","Male",44803.5
"Borsod-Abauj-Zemplen","2015","Male",43259
"Borsod-Abauj-Zemplen","2016","Male",41856.5
"Borsod-Abauj-Zemplen","2017","Male",41021
"Borsod-Abauj-Zemplen","2018","Male",40686
"Borsod-Abauj-Zemplen","2019","Male",40402
"Borsod-Abauj-Zemplen","2011","Female",51866.5
"Borsod-Abauj-Zemplen","2012","Female",52115
"Borsod-Abauj-Zemplen","2013","Female",50920
"Borsod-Abauj-Zemplen","2014","Female",49215.5
"Borsod-Abauj-Zemplen","2015","Female",47298.5
"Borsod-Abauj-Zemplen","2016","Female",45558.5
"Borsod-Abauj-Zemplen","2017","Female",44449
"Borsod-Abauj-Zemplen","2018","Female",44019.5
"Borsod-Abauj-Zemplen","2019","Female",43672.5
"Borsod-Abauj-Zemplen","2011","Female",51866.5
"Borsod-Abauj-Zemplen","2012","Female",52115
"Borsod-Abauj-Zemplen","2013","Female",50920
"Borsod-Abauj-Zemplen","2014","Female",49215.5
"Borsod-Abauj-Zemplen","2015","Female",47298.5
"Borsod-Abauj-Zemplen","2016","Female",45558.5
"Borsod-Abauj-Zemplen","2017","Female",44449
"Borsod-Abauj-Zemplen","2018","Female",44019.5
"Borsod-Abauj-Zemplen","2019","Female",43672.5
"Borsod-Abauj-Zemplen","2011","Female",51866.5
"Borsod-Abauj-Zemplen","2012","Female",52115
"Borsod-Abauj-Zemplen","2013","Female",50920
"Borsod-Abauj-Zemplen","2014","Female",49215.5
"Borsod-Abauj-Zemplen","2015","Female",47298.5
"Borsod-Abauj-Zemplen","2016","Female",45558.5
"Borsod-Abauj-Zemplen","2017","Female",44449
"Borsod-Abauj-Zemplen","2018","Female",44019.5
"Borsod-Abauj-Zemplen","2019","Female",43672.5
"Borsod-Abauj-Zemplen","2011","Female",51866.5
"Borsod-Abauj-Zemplen","2012","Female",52115
"Borsod-Abauj-Zemplen","2013","Female",50920
"Borsod-Abauj-Zemplen","2014","Female",49215.5
"Borsod-Abauj-Zemplen","2015","Female",47298.5
"Borsod-Abauj-Zemplen","2016","Female",45558.5
"Borsod-Abauj-Zemplen","2017","Female",44449
"Borsod-Abauj-Zemplen","2018","Female",44019.5
"Borsod-Abauj-Zemplen","2019","Female",43672.5
"Borsod-Abauj-Zemplen","2011","Female",51866.5
"Borsod-Abauj-Zemplen","2012","Female",52115
"Borsod-Abauj-Zemplen","2013","Female",50920
"Borsod-Abauj-Zemplen","2014","Female",49215.5
"Borsod-Abauj-Zemplen","2015","Female",47298.5
"Borsod-Abauj-Zemplen","2016","Female",45558.5
"Borsod-Abauj-Zemplen","2017","Female",44449
"Borsod-Abauj-Zemplen","2018","Female",44019.5
"Borsod-Abauj-Zemplen","2019","Female",43672.5
"Borsod-Abauj-Zemplen","2011","Female",42749.5
"Borsod-Abauj-Zemplen","2012","Female",43686.5
"Borsod-Abauj-Zemplen","2013","Female",44159
"Borsod-Abauj-Zemplen","2014","Female",45103
"Borsod-Abauj-Zemplen","2015","Female",46307
"Borsod-Abauj-Zemplen","2016","Female",47673.5
"Borsod-Abauj-Zemplen","2017","Female",48447
"Borsod-Abauj-Zemplen","2018","Female",48543
"Borsod-Abauj-Zemplen","2019","Female",48330
"Borsod-Abauj-Zemplen","2011","Female",42749.5
"Borsod-Abauj-Zemplen","2012","Female",43686.5
"Borsod-Abauj-Zemplen","2013","Female",44159
"Borsod-Abauj-Zemplen","2014","Female",45103
"Borsod-Abauj-Zemplen","2015","Female",46307
"Borsod-Abauj-Zemplen","2016","Female",47673.5
"Borsod-Abauj-Zemplen","2017","Female",48447
"Borsod-Abauj-Zemplen","2018","Female",48543
"Borsod-Abauj-Zemplen","2019","Female",48330
"Borsod-Abauj-Zemplen","2011","Female",42749.5
"Borsod-Abauj-Zemplen","2012","Female",43686.5
"Borsod-Abauj-Zemplen","2013","Female",44159
"Borsod-Abauj-Zemplen","2014","Female",45103
"Borsod-Abauj-Zemplen","2015","Female",46307
"Borsod-Abauj-Zemplen","2016","Female",47673.5
"Borsod-Abauj-Zemplen","2017","Female",48447
"Borsod-Abauj-Zemplen","2018","Female",48543
"Borsod-Abauj-Zemplen","2019","Female",48330
"Borsod-Abauj-Zemplen","2011","Female",42749.5
"Borsod-Abauj-Zemplen","2012","Female",43686.5
"Borsod-Abauj-Zemplen","2013","Female",44159
"Borsod-Abauj-Zemplen","2014","Female",45103
"Borsod-Abauj-Zemplen","2015","Female",46307
"Borsod-Abauj-Zemplen","2016","Female",47673.5
"Borsod-Abauj-Zemplen","2017","Female",48447
"Borsod-Abauj-Zemplen","2018","Female",48543
"Borsod-Abauj-Zemplen","2019","Female",48330
"Borsod-Abauj-Zemplen","2011","Female",42749.5
"Borsod-Abauj-Zemplen","2012","Female",43686.5
"Borsod-Abauj-Zemplen","2013","Female",44159
"Borsod-Abauj-Zemplen","2014","Female",45103
"Borsod-Abauj-Zemplen","2015","Female",46307
"Borsod-Abauj-Zemplen","2016","Female",47673.5
"Borsod-Abauj-Zemplen","2017","Female",48447
"Borsod-Abauj-Zemplen","2018","Female",48543
"Borsod-Abauj-Zemplen","2019","Female",48330
"Borsod-Abauj-Zemplen","2011","Male",31407.5
"Borsod-Abauj-Zemplen","2012","Male",32818
"Borsod-Abauj-Zemplen","2013","Male",33317.5
"Borsod-Abauj-Zemplen","2014","Male",34201.5
"Borsod-Abauj-Zemplen","2015","Male",35488.5
"Borsod-Abauj-Zemplen","2016","Male",36902
"Borsod-Abauj-Zemplen","2017","Male",37684.5
"Borsod-Abauj-Zemplen","2018","Male",37867.5
"Borsod-Abauj-Zemplen","2019","Male",37773.5
"Borsod-Abauj-Zemplen","2011","Female",42749.5
"Borsod-Abauj-Zemplen","2012","Female",43686.5
"Borsod-Abauj-Zemplen","2013","Female",44159
"Borsod-Abauj-Zemplen","2014","Female",45103
"Borsod-Abauj-Zemplen","2015","Female",46307
"Borsod-Abauj-Zemplen","2016","Female",47673.5
"Borsod-Abauj-Zemplen","2017","Female",48447
"Borsod-Abauj-Zemplen","2018","Female",48543
"Borsod-Abauj-Zemplen","2019","Female",48330
"Borsod-Abauj-Zemplen","2011","Female",42749.5
"Borsod-Abauj-Zemplen","2012","Female",43686.5
"Borsod-Abauj-Zemplen","2013","Female",44159
"Borsod-Abauj-Zemplen","2014","Female",45103
"Borsod-Abauj-Zemplen","2015","Female",46307
"Borsod-Abauj-Zemplen","2016","Female",47673.5
"Borsod-Abauj-Zemplen","2017","Female",48447
"Borsod-Abauj-Zemplen","2018","Female",48543
"Borsod-Abauj-Zemplen","2019","Female",48330
"Borsod-Abauj-Zemplen","2011","Female",42749.5
"Borsod-Abauj-Zemplen","2012","Female",43686.5
"Borsod-Abauj-Zemplen","2013","Female",44159
"Borsod-Abauj-Zemplen","2014","Female",45103
"Borsod-Abauj-Zemplen","2015","Female",46307
"Borsod-Abauj-Zemplen","2016","Female",47673.5
"Borsod-Abauj-Zemplen","2017","Female",48447
"Borsod-Abauj-Zemplen","2018","Female",48543
"Borsod-Abauj-Zemplen","2019","Female",48330
"Borsod-Abauj-Zemplen","2011","Male",31407.5
"Borsod-Abauj-Zemplen","2012","Male",32818
"Borsod-Abauj-Zemplen","2013","Male",33317.5
"Borsod-Abauj-Zemplen","2014","Male",34201.5
"Borsod-Abauj-Zemplen","2015","Male",35488.5
"Borsod-Abauj-Zemplen","2016","Male",36902
"Borsod-Abauj-Zemplen","2017","Male",37684.5
"Borsod-Abauj-Zemplen","2018","Male",37867.5
"Borsod-Abauj-Zemplen","2019","Male",37773.5
"Borsod-Abauj-Zemplen","2011","Female",42749.5
"Borsod-Abauj-Zemplen","2012","Female",43686.5
"Borsod-Abauj-Zemplen","2013","Female",44159
"Borsod-Abauj-Zemplen","2014","Female",45103
"Borsod-Abauj-Zemplen","2015","Female",46307
"Borsod-Abauj-Zemplen","2016","Female",47673.5
"Borsod-Abauj-Zemplen","2017","Female",48447
"Borsod-Abauj-Zemplen","2018","Female",48543
"Borsod-Abauj-Zemplen","2019","Female",48330
"Borsod-Abauj-Zemplen","2011","Female",42749.5
"Borsod-Abauj-Zemplen","2012","Female",43686.5
"Borsod-Abauj-Zemplen","2013","Female",44159
"Borsod-Abauj-Zemplen","2014","Female",45103
"Borsod-Abauj-Zemplen","2015","Female",46307
"Borsod-Abauj-Zemplen","2016","Female",47673.5
"Borsod-Abauj-Zemplen","2017","Female",48447
